Dates,Blocked,END where I got to
13-07-2008 to 17-07-2008,0,
14-07-2008 to 18-07-2008,0,
15-07-2008 to 19-07-2008,0,
16-07-2008 to 20-07-2008,0,
17-07-2008 to 21-07-2008,0,
18-07-2008 to 22-07-2008,0,
19-07-2008 to 23-07-2008,0,
20-07-2008 to 24-07-2008,0,
21-07-2008 to 25-07-2008,0,
22-07-2008 to 26-07-2008,0,
23-07-2008 to 27-07-2008,0,
24-07-2008 to 28-07-2008,0,
25-07-2008 to 29-07-2008,0,
26-07-2008 to 30-07-2008,0,
27-07-2008 to 01-08-2008,0,
28-07-2008 to 02-08-2008,0,
29-07-2008 to 03-08-2008,0,
30-07-2008 to 04-08-2008,0,
01-08-2008 to 05-08-2008,0,
02-08-2008 to 06-08-2008,0,
03-08-2008 to 07-08-2008,0,
04-08-2008 to 08-08-2008,0,
05-08-2008 to 09-08-2008,0,
06-08-2008 to 10-08-2008,0,
07-08-2008 to 11-08-2008,0,
08-08-2008 to 12-08-2008,0,
09-08-2008 to 13-08-2008,0,
10-08-2008 to 14-08-2008,0,
11-08-2008 to 15-08-2008,0,
12-08-2008 to 16-08-2008,0,
13-08-2008 to 17-08-2008,0,
14-08-2008 to 18-08-2008,0,
15-08-2008 to 19-08-2008,0,
16-08-2008 to 20-08-2008,0,
17-08-2008 to 21-08-2008,0,
18-08-2008 to 22-08-2008,0,
19-08-2008 to 23-08-2008,0,
20-08-2008 to 24-08-2008,0,
21-08-2008 to 25-08-2008,0,
22-08-2008 to 26-08-2008,0,
23-08-2008 to 27-08-2008,0,
24-08-2008 to 28-08-2008,0,
25-08-2008 to 29-08-2008,0,
26-08-2008 to 30-08-2008,0,
27-08-2008 to 01-09-2008,0,
28-08-2008 to 02-09-2008,0,
29-08-2008 to 03-09-2008,0,
30-08-2008 to 04-09-2008,0,
27-05-2009 to 01-06-2009,0,
28-05-2009 to 02-06-2009,0,
29-05-2009 to 03-06-2009,0,
30-05-2009 to 04-06-2009,0,
01-06-2009 to 05-06-2009,0,
02-06-2009 to 06-06-2009,0,
03-06-2009 to 07-06-2009,0,
04-06-2009 to 08-06-2009,0,
05-06-2009 to 09-06-2009,0,
06-06-2009 to 10-06-2009,0,
07-06-2009 to 11-06-2009,0,
08-06-2009 to 12-06-2009,0,
09-06-2009 to 13-06-2009,0,
10-06-2009 to 14-06-2009,0,
11-06-2009 to 15-06-2009,0,
12-06-2009 to 16-06-2009,0,
13-06-2009 to 17-06-2009,0,
14-06-2009 to 18-06-2009,0,
15-06-2009 to 19-06-2009,0,
16-06-2009 to 20-06-2009,0,
17-06-2009 to 21-06-2009,0,
18-06-2009 to 22-06-2009,0,
19-06-2009 to 23-06-2009,0,
20-06-2009 to 24-06-2009,0,
21-06-2009 to 25-06-2009,0,
22-06-2009 to 26-06-2009,0,
23-06-2009 to 27-06-2009,0,
24-06-2009 to 28-06-2009,0,
25-06-2009 to 29-06-2009,0,
26-06-2009 to 30-06-2009,0,
27-06-2009 to 01-07-2009,0,
28-06-2009 to 02-07-2009,0,
29-06-2009 to 03-07-2009,0,
30-06-2009 to 04-07-2009,0,
01-07-2009 to 05-07-2009,0,
02-07-2009 to 06-07-2009,0,
03-07-2009 to 07-07-2009,0,
04-07-2009 to 08-07-2009,0,
05-07-2009 to 09-07-2009,0,
06-07-2009 to 10-07-2009,0,
07-07-2009 to 11-07-2009,0,
08-07-2009 to 12-07-2009,0,
09-07-2009 to 13-07-2009,0,
10-07-2009 to 14-07-2009,0,
11-07-2009 to 15-07-2009,0,
12-07-2009 to 16-07-2009,0,
13-07-2009 to 17-07-2009,0,
14-07-2009 to 18-07-2009,0,
15-07-2009 to 19-07-2009,0,
16-07-2009 to 20-07-2009,0,
17-07-2009 to 21-07-2009,0,
18-07-2009 to 22-07-2009,0,
19-07-2009 to 23-07-2009,0,
20-07-2009 to 24-07-2009,0,
21-07-2009 to 25-07-2009,0,
22-07-2009 to 26-07-2009,0,
23-07-2009 to 27-07-2009,0,
24-07-2009 to 28-07-2009,0,
25-07-2009 to 29-07-2009,0,
26-07-2009 to 30-07-2009,0,
27-07-2009 to 01-08-2009,0,
28-07-2009 to 02-08-2009,0,
29-07-2009 to 03-08-2009,0,
30-07-2009 to 04-08-2009,0,
01-08-2009 to 05-08-2009,0,
02-08-2009 to 06-08-2009,0,
03-08-2009 to 07-08-2009,0,
04-08-2009 to 08-08-2009,0,
05-08-2009 to 09-08-2009,0,
06-08-2009 to 10-08-2009,0,
07-08-2009 to 11-08-2009,0,
08-08-2009 to 12-08-2009,0,
09-08-2009 to 13-08-2009,0,
10-08-2009 to 14-08-2009,0,
11-08-2009 to 15-08-2009,0,
12-08-2009 to 16-08-2009,0,
13-08-2009 to 17-08-2009,0,
14-08-2009 to 18-08-2009,0,
15-08-2009 to 19-08-2009,0,
16-08-2009 to 20-08-2009,0,
17-08-2009 to 21-08-2009,0,
18-08-2009 to 22-08-2009,0,
19-08-2009 to 23-08-2009,0,
20-08-2009 to 24-08-2009,0,
21-08-2009 to 25-08-2009,0,
22-08-2009 to 26-08-2009,0,
23-08-2009 to 27-08-2009,0,
24-08-2009 to 28-08-2009,0,
25-08-2009 to 29-08-2009,0,
26-08-2009 to 30-08-2009,0,
27-08-2009 to 01-09-2009,0,
28-08-2009 to 02-09-2009,0,
29-08-2009 to 03-09-2009,0,
30-08-2009 to 04-09-2009,0,
27-05-2010 to 01-06-2010,0,
28-05-2010 to 02-06-2010,0,
29-05-2010 to 03-06-2010,0,
30-05-2010 to 04-06-2010,0,
01-06-2010 to 05-06-2010,0,
02-06-2010 to 06-06-2010,0,
03-06-2010 to 07-06-2010,0,
04-06-2010 to 08-06-2010,0,
05-06-2010 to 09-06-2010,0,
06-06-2010 to 10-06-2010,0,
07-06-2010 to 11-06-2010,0,
08-06-2010 to 12-06-2010,0,
09-06-2010 to 13-06-2010,0,
10-06-2010 to 14-06-2010,0,
11-06-2010 to 15-06-2010,0,
12-06-2010 to 16-06-2010,0,
13-06-2010 to 17-06-2010,0,
14-06-2010 to 18-06-2010,0,
15-06-2010 to 19-06-2010,0,
16-06-2010 to 20-06-2010,0,
17-06-2010 to 21-06-2010,0,
18-06-2010 to 22-06-2010,0,
19-06-2010 to 23-06-2010,0,
20-06-2010 to 24-06-2010,0,
21-06-2010 to 25-06-2010,0,
22-06-2010 to 26-06-2010,0,
23-06-2010 to 27-06-2010,0,
24-06-2010 to 28-06-2010,0,
25-06-2010 to 29-06-2010,0,
26-06-2010 to 30-06-2010,0,
27-06-2010 to 01-07-2010,0,
28-06-2010 to 02-07-2010,0,
29-06-2010 to 03-07-2010,0,
30-06-2010 to 04-07-2010,0,
01-07-2010 to 05-07-2010,0,
02-07-2010 to 06-07-2010,0,
03-07-2010 to 07-07-2010,0,
04-07-2010 to 08-07-2010,0,
05-07-2010 to 09-07-2010,0,
06-07-2010 to 10-07-2010,0,
07-07-2010 to 11-07-2010,0,
08-07-2010 to 12-07-2010,0,
09-07-2010 to 13-07-2010,0,
10-07-2010 to 14-07-2010,0,
11-07-2010 to 15-07-2010,0,
12-07-2010 to 16-07-2010,0,
13-07-2010 to 17-07-2010,0,
14-07-2010 to 18-07-2010,0,
15-07-2010 to 19-07-2010,0,
16-07-2010 to 20-07-2010,0,
17-07-2010 to 21-07-2010,0,
18-07-2010 to 22-07-2010,0,
19-07-2010 to 23-07-2010,0,
20-07-2010 to 24-07-2010,0,
21-07-2010 to 25-07-2010,0,
22-07-2010 to 26-07-2010,0,
23-07-2010 to 27-07-2010,0,
24-07-2010 to 28-07-2010,0,
25-07-2010 to 29-07-2010,0,
26-07-2010 to 30-07-2010,0,
27-07-2010 to 01-08-2010,0,
28-07-2010 to 02-08-2010,0,
29-07-2010 to 03-08-2010,0,
30-07-2010 to 04-08-2010,0,
01-08-2010 to 05-08-2010,0,
02-08-2010 to 06-08-2010,0,
03-08-2010 to 07-08-2010,0,
04-08-2010 to 08-08-2010,0,
05-08-2010 to 09-08-2010,0,
06-08-2010 to 10-08-2010,0,
07-08-2010 to 11-08-2010,0,
08-08-2010 to 12-08-2010,0,
09-08-2010 to 13-08-2010,0,
10-08-2010 to 14-08-2010,0,
11-08-2010 to 15-08-2010,0,
12-08-2010 to 16-08-2010,0,
13-08-2010 to 17-08-2010,0,
14-08-2010 to 18-08-2010,0,
15-08-2010 to 19-08-2010,0,
16-08-2010 to 20-08-2010,0,
17-08-2010 to 21-08-2010,0,
18-08-2010 to 22-08-2010,0,
19-08-2010 to 23-08-2010,0,
20-08-2010 to 24-08-2010,0,
21-08-2010 to 25-08-2010,0,
22-08-2010 to 26-08-2010,0,
23-08-2010 to 27-08-2010,0,
24-08-2010 to 28-08-2010,0,
25-08-2010 to 29-08-2010,0,
26-08-2010 to 30-08-2010,0,
27-08-2010 to 01-09-2010,0,
28-08-2010 to 02-09-2010,0,
29-08-2010 to 03-09-2010,0,
30-08-2010 to 04-09-2010,0,
27-05-2011 to 01-06-2011,0,
28-05-2011 to 02-06-2011,0,
29-05-2011 to 03-06-2011,0,
30-05-2011 to 04-06-2011,0,
01-06-2011 to 05-06-2011,0,
02-06-2011 to 06-06-2011,0,
03-06-2011 to 07-06-2011,0,
04-06-2011 to 08-06-2011,0,
05-06-2011 to 09-06-2011,0,
06-06-2011 to 10-06-2011,0,
07-06-2011 to 11-06-2011,0,
08-06-2011 to 12-06-2011,0,
09-06-2011 to 13-06-2011,0,
10-06-2011 to 14-06-2011,0,
11-06-2011 to 15-06-2011,0,
12-06-2011 to 16-06-2011,0,
13-06-2011 to 17-06-2011,0,
14-06-2011 to 18-06-2011,0,
15-06-2011 to 19-06-2011,0,
16-06-2011 to 20-06-2011,0,
17-06-2011 to 21-06-2011,0,
18-06-2011 to 22-06-2011,0,
19-06-2011 to 23-06-2011,0,
20-06-2011 to 24-06-2011,0,
21-06-2011 to 25-06-2011,0,
22-06-2011 to 26-06-2011,0,
23-06-2011 to 27-06-2011,0,
24-06-2011 to 28-06-2011,0,
25-06-2011 to 29-06-2011,0,
26-06-2011 to 30-06-2011,0,
27-06-2011 to 01-07-2011,0,
28-06-2011 to 02-07-2011,0,
29-06-2011 to 03-07-2011,0,
30-06-2011 to 04-07-2011,0,
01-07-2011 to 05-07-2011,0,
02-07-2011 to 06-07-2011,0,
03-07-2011 to 07-07-2011,0,
04-07-2011 to 08-07-2011,0,
05-07-2011 to 09-07-2011,0,
06-07-2011 to 10-07-2011,0,
07-07-2011 to 11-07-2011,0,
08-07-2011 to 12-07-2011,0,
09-07-2011 to 13-07-2011,0,
10-07-2011 to 14-07-2011,0,
11-07-2011 to 15-07-2011,0,
12-07-2011 to 16-07-2011,0,
13-07-2011 to 17-07-2011,0,
14-07-2011 to 18-07-2011,0,
15-07-2011 to 19-07-2011,0,
16-07-2011 to 20-07-2011,0,
17-07-2011 to 21-07-2011,0,
18-07-2011 to 22-07-2011,0,
19-07-2011 to 23-07-2011,0,
20-07-2011 to 24-07-2011,0,
21-07-2011 to 25-07-2011,0,
22-07-2011 to 26-07-2011,0,
23-07-2011 to 27-07-2011,0,
24-07-2011 to 28-07-2011,0,
25-07-2011 to 29-07-2011,0,
26-07-2011 to 30-07-2011,0,
27-07-2011 to 01-08-2011,0,
28-07-2011 to 02-08-2011,0,
29-07-2011 to 03-08-2011,0,
30-07-2011 to 04-08-2011,0,
01-08-2011 to 05-08-2011,0,
02-08-2011 to 06-08-2011,0,
03-08-2011 to 07-08-2011,0,
04-08-2011 to 08-08-2011,0,
05-08-2011 to 09-08-2011,0,
06-08-2011 to 10-08-2011,0,
07-08-2011 to 11-08-2011,0,
08-08-2011 to 12-08-2011,0,
09-08-2011 to 13-08-2011,0,
10-08-2011 to 14-08-2011,0,
11-08-2011 to 15-08-2011,0,
12-08-2011 to 16-08-2011,0,
13-08-2011 to 17-08-2011,0,
14-08-2011 to 18-08-2011,0,
15-08-2011 to 19-08-2011,0,
16-08-2011 to 20-08-2011,0,
17-08-2011 to 21-08-2011,0,
18-08-2011 to 22-08-2011,0,
19-08-2011 to 23-08-2011,0,
20-08-2011 to 24-08-2011,0,
21-08-2011 to 25-08-2011,0,
22-08-2011 to 26-08-2011,0,
23-08-2011 to 27-08-2011,0,
24-08-2011 to 28-08-2011,0,
25-08-2011 to 29-08-2011,0,
26-08-2011 to 30-08-2011,0,
27-08-2011 to 01-09-2011,0,
28-08-2011 to 02-09-2011,0,
29-08-2011 to 03-09-2011,0,
30-08-2011 to 04-09-2011,0,
27-05-2012 to 01-06-2012,0,
28-05-2012 to 02-06-2012,0,
29-05-2012 to 03-06-2012,0,
30-05-2012 to 04-06-2012,0,
01-06-2012 to 05-06-2012,0,
02-06-2012 to 06-06-2012,0,
03-06-2012 to 07-06-2012,0,
04-06-2012 to 08-06-2012,0,
05-06-2012 to 09-06-2012,0,
06-06-2012 to 10-06-2012,0,
07-06-2012 to 11-06-2012,0,
08-06-2012 to 12-06-2012,0,
09-06-2012 to 13-06-2012,0,
10-06-2012 to 14-06-2012,0,
11-06-2012 to 15-06-2012,0,
12-06-2012 to 16-06-2012,0,
13-06-2012 to 17-06-2012,0,
14-06-2012 to 18-06-2012,0,
15-06-2012 to 19-06-2012,0,
16-06-2012 to 20-06-2012,0,
17-06-2012 to 21-06-2012,0,
18-06-2012 to 22-06-2012,0,
19-06-2012 to 23-06-2012,0,
20-06-2012 to 24-06-2012,0,
21-06-2012 to 25-06-2012,0,
22-06-2012 to 26-06-2012,0,
23-06-2012 to 27-06-2012,0,
24-06-2012 to 28-06-2012,0,
25-06-2012 to 29-06-2012,0,
26-06-2012 to 30-06-2012,0,
27-06-2012 to 01-07-2012,0,
28-06-2012 to 02-07-2012,0,
29-06-2012 to 03-07-2012,0,
30-06-2012 to 04-07-2012,0,
01-07-2012 to 05-07-2012,0,
02-07-2012 to 06-07-2012,0,
03-07-2012 to 07-07-2012,0,
04-07-2012 to 08-07-2012,0,
05-07-2012 to 09-07-2012,0,
06-07-2012 to 10-07-2012,0,
07-07-2012 to 11-07-2012,0,
08-07-2012 to 12-07-2012,0,
09-07-2012 to 13-07-2012,0,
10-07-2012 to 14-07-2012,0,
11-07-2012 to 15-07-2012,0,
12-07-2012 to 16-07-2012,0,
13-07-2012 to 17-07-2012,0,
14-07-2012 to 18-07-2012,0,
15-07-2012 to 19-07-2012,0,
16-07-2012 to 20-07-2012,0,
17-07-2012 to 21-07-2012,0,
18-07-2012 to 22-07-2012,0,
19-07-2012 to 23-07-2012,0,
20-07-2012 to 24-07-2012,0,
21-07-2012 to 25-07-2012,0,
22-07-2012 to 26-07-2012,0,
23-07-2012 to 27-07-2012,0,
24-07-2012 to 28-07-2012,0,
25-07-2012 to 29-07-2012,0,
26-07-2012 to 30-07-2012,0,
27-07-2012 to 01-08-2012,0,
28-07-2012 to 02-08-2012,0,
29-07-2012 to 03-08-2012,0,
30-07-2012 to 04-08-2012,0,
01-08-2012 to 05-08-2012,0,
02-08-2012 to 06-08-2012,0,
03-08-2012 to 07-08-2012,0,
04-08-2012 to 08-08-2012,0,
05-08-2012 to 09-08-2012,0,
06-08-2012 to 10-08-2012,0,
07-08-2012 to 11-08-2012,0,
08-08-2012 to 12-08-2012,0,
09-08-2012 to 13-08-2012,0,
10-08-2012 to 14-08-2012,0,
11-08-2012 to 15-08-2012,0,
12-08-2012 to 16-08-2012,0,
13-08-2012 to 17-08-2012,0,
14-08-2012 to 18-08-2012,0,
15-08-2012 to 19-08-2012,0,
16-08-2012 to 20-08-2012,0,
17-08-2012 to 21-08-2012,0,
18-08-2012 to 22-08-2012,0,
19-08-2012 to 23-08-2012,0,
20-08-2012 to 24-08-2012,0,
21-08-2012 to 25-08-2012,0,
22-08-2012 to 26-08-2012,0,
23-08-2012 to 27-08-2012,0,
24-08-2012 to 28-08-2012,0,
25-08-2012 to 29-08-2012,0,
26-08-2012 to 30-08-2012,0,
27-08-2012 to 01-09-2012,0,
28-08-2012 to 02-09-2012,0,
29-08-2012 to 03-09-2012,0,
30-08-2012 to 04-09-2012,0,
27-05-2013 to 01-06-2013,0,
28-05-2013 to 02-06-2013,0,
29-05-2013 to 03-06-2013,0,
30-05-2013 to 04-06-2013,0,
01-06-2013 to 05-06-2013,0,
02-06-2013 to 06-06-2013,0,
03-06-2013 to 07-06-2013,0,
04-06-2013 to 08-06-2013,0,
05-06-2013 to 09-06-2013,0,
06-06-2013 to 10-06-2013,0,
07-06-2013 to 11-06-2013,0,
08-06-2013 to 12-06-2013,0,
09-06-2013 to 13-06-2013,0,
10-06-2013 to 14-06-2013,0,
11-06-2013 to 15-06-2013,0,
12-06-2013 to 16-06-2013,0,
13-06-2013 to 17-06-2013,0,
14-06-2013 to 18-06-2013,0,
15-06-2013 to 19-06-2013,0,
16-06-2013 to 20-06-2013,0,
17-06-2013 to 21-06-2013,0,
18-06-2013 to 22-06-2013,0,
19-06-2013 to 23-06-2013,0,
20-06-2013 to 24-06-2013,0,
21-06-2013 to 25-06-2013,0,
22-06-2013 to 26-06-2013,0,
23-06-2013 to 27-06-2013,0,
24-06-2013 to 28-06-2013,0,
25-06-2013 to 29-06-2013,0,
26-06-2013 to 30-06-2013,0,
27-06-2013 to 01-07-2013,0,
28-06-2013 to 02-07-2013,0,
29-06-2013 to 03-07-2013,0,
30-06-2013 to 04-07-2013,0,
01-07-2013 to 05-07-2013,0,
02-07-2013 to 06-07-2013,0,
03-07-2013 to 07-07-2013,0,
04-07-2013 to 08-07-2013,0,
05-07-2013 to 09-07-2013,0,
06-07-2013 to 10-07-2013,0,
07-07-2013 to 11-07-2013,0,
08-07-2013 to 12-07-2013,0,
09-07-2013 to 13-07-2013,0,
10-07-2013 to 14-07-2013,0,
11-07-2013 to 15-07-2013,0,
12-07-2013 to 16-07-2013,0,
13-07-2013 to 17-07-2013,0,
14-07-2013 to 18-07-2013,0,
15-07-2013 to 19-07-2013,0,
16-07-2013 to 20-07-2013,0,
17-07-2013 to 21-07-2013,0,
18-07-2013 to 22-07-2013,0,
19-07-2013 to 23-07-2013,0,
20-07-2013 to 24-07-2013,0,
21-07-2013 to 25-07-2013,0,
22-07-2013 to 26-07-2013,0,
23-07-2013 to 27-07-2013,0,
24-07-2013 to 28-07-2013,0,
25-07-2013 to 29-07-2013,0,
26-07-2013 to 30-07-2013,0,
27-07-2013 to 01-08-2013,0,
28-07-2013 to 02-08-2013,0,
29-07-2013 to 03-08-2013,0,
30-07-2013 to 04-08-2013,0,
01-08-2013 to 05-08-2013,0,
02-08-2013 to 06-08-2013,0,
03-08-2013 to 07-08-2013,0,
04-08-2013 to 08-08-2013,0,
05-08-2013 to 09-08-2013,0,
06-08-2013 to 10-08-2013,0,
07-08-2013 to 11-08-2013,0,
08-08-2013 to 12-08-2013,0,
09-08-2013 to 13-08-2013,0,
10-08-2013 to 14-08-2013,0,
11-08-2013 to 15-08-2013,0,
12-08-2013 to 16-08-2013,0,
13-08-2013 to 17-08-2013,0,
14-08-2013 to 18-08-2013,0,
15-08-2013 to 19-08-2013,0,
16-08-2013 to 20-08-2013,0,
17-08-2013 to 21-08-2013,0,
18-08-2013 to 22-08-2013,0,
19-08-2013 to 23-08-2013,0,
20-08-2013 to 24-08-2013,0,
21-08-2013 to 25-08-2013,0,
22-08-2013 to 26-08-2013,0,
23-08-2013 to 27-08-2013,0,
24-08-2013 to 28-08-2013,0,
25-08-2013 to 29-08-2013,0,
26-08-2013 to 30-08-2013,0,
27-08-2013 to 01-09-2013,0,
28-08-2013 to 02-09-2013,0,
29-08-2013 to 03-09-2013,0,
30-08-2013 to 04-09-2013,0,
27-05-2014 to 01-06-2014,0,
28-05-2014 to 02-06-2014,0,
29-05-2014 to 03-06-2014,0,
30-05-2014 to 04-06-2014,0,
01-06-2014 to 05-06-2014,0,
02-06-2014 to 06-06-2014,0,
03-06-2014 to 07-06-2014,0,
04-06-2014 to 08-06-2014,0,
05-06-2014 to 09-06-2014,0,
06-06-2014 to 10-06-2014,0,
07-06-2014 to 11-06-2014,0,
08-06-2014 to 12-06-2014,0,
09-06-2014 to 13-06-2014,0,
10-06-2014 to 14-06-2014,0,
11-06-2014 to 15-06-2014,0,
12-06-2014 to 16-06-2014,0,
13-06-2014 to 17-06-2014,0,
14-06-2014 to 18-06-2014,0,
15-06-2014 to 19-06-2014,0,
16-06-2014 to 20-06-2014,0,
17-06-2014 to 21-06-2014,0,
18-06-2014 to 22-06-2014,0,
19-06-2014 to 23-06-2014,0,
20-06-2014 to 24-06-2014,0,
21-06-2014 to 25-06-2014,0,
22-06-2014 to 26-06-2014,0,
23-06-2014 to 27-06-2014,0,
24-06-2014 to 28-06-2014,0,
25-06-2014 to 29-06-2014,0,
26-06-2014 to 30-06-2014,0,
27-06-2014 to 01-07-2014,0,
28-06-2014 to 02-07-2014,0,
29-06-2014 to 03-07-2014,0,
30-06-2014 to 04-07-2014,0,
01-07-2014 to 05-07-2014,0,
02-07-2014 to 06-07-2014,0,
03-07-2014 to 07-07-2014,0,
04-07-2014 to 08-07-2014,0,
05-07-2014 to 09-07-2014,0,
06-07-2014 to 10-07-2014,0,
07-07-2014 to 11-07-2014,0,
08-07-2014 to 12-07-2014,0,
09-07-2014 to 13-07-2014,0,
10-07-2014 to 14-07-2014,0,
11-07-2014 to 15-07-2014,0,
12-07-2014 to 16-07-2014,0,
13-07-2014 to 17-07-2014,0,
14-07-2014 to 18-07-2014,0,
15-07-2014 to 19-07-2014,0,
16-07-2014 to 20-07-2014,0,
17-07-2014 to 21-07-2014,0,
18-07-2014 to 22-07-2014,0,
19-07-2014 to 23-07-2014,0,
20-07-2014 to 24-07-2014,0,
21-07-2014 to 25-07-2014,0,
22-07-2014 to 26-07-2014,0,
23-07-2014 to 27-07-2014,0,
24-07-2014 to 28-07-2014,0,
25-07-2014 to 29-07-2014,0,
26-07-2014 to 30-07-2014,0,
27-07-2014 to 01-08-2014,0,
28-07-2014 to 02-08-2014,0,
29-07-2014 to 03-08-2014,0,
30-07-2014 to 04-08-2014,0,
01-08-2014 to 05-08-2014,0,
02-08-2014 to 06-08-2014,0,
03-08-2014 to 07-08-2014,0,
04-08-2014 to 08-08-2014,0,
05-08-2014 to 09-08-2014,0,
06-08-2014 to 10-08-2014,0,
07-08-2014 to 11-08-2014,0,
08-08-2014 to 12-08-2014,0,
09-08-2014 to 13-08-2014,0,
10-08-2014 to 14-08-2014,0,
11-08-2014 to 15-08-2014,0,
12-08-2014 to 16-08-2014,0,
13-08-2014 to 17-08-2014,0,
14-08-2014 to 18-08-2014,0,
15-08-2014 to 19-08-2014,0,
16-08-2014 to 20-08-2014,0,
17-08-2014 to 21-08-2014,0,
18-08-2014 to 22-08-2014,0,
19-08-2014 to 23-08-2014,0,
20-08-2014 to 24-08-2014,0,
21-08-2014 to 25-08-2014,0,
22-08-2014 to 26-08-2014,0,
23-08-2014 to 27-08-2014,0,
24-08-2014 to 28-08-2014,0,
25-08-2014 to 29-08-2014,0,
26-08-2014 to 30-08-2014,0,
27-08-2014 to 01-09-2014,0,
28-08-2014 to 02-09-2014,0,
29-08-2014 to 03-09-2014,0,
30-08-2014 to 04-09-2014,0,
27-05-2015 to 01-06-2015,0,
28-05-2015 to 02-06-2015,0,
29-05-2015 to 03-06-2015,0,
30-05-2015 to 04-06-2015,0,
01-06-2015 to 05-06-2015,0,
02-06-2015 to 06-06-2015,0,
03-06-2015 to 07-06-2015,0,
04-06-2015 to 08-06-2015,0,
05-06-2015 to 09-06-2015,0,
06-06-2015 to 10-06-2015,0,
07-06-2015 to 11-06-2015,0,
08-06-2015 to 12-06-2015,0,
09-06-2015 to 13-06-2015,0,
10-06-2015 to 14-06-2015,0,
11-06-2015 to 15-06-2015,0,
12-06-2015 to 16-06-2015,0,
13-06-2015 to 17-06-2015,0,
14-06-2015 to 18-06-2015,0,
15-06-2015 to 19-06-2015,0,
16-06-2015 to 20-06-2015,0,
17-06-2015 to 21-06-2015,0,
18-06-2015 to 22-06-2015,0,
19-06-2015 to 23-06-2015,0,
20-06-2015 to 24-06-2015,0,
21-06-2015 to 25-06-2015,0,
22-06-2015 to 26-06-2015,0,
23-06-2015 to 27-06-2015,0,
24-06-2015 to 28-06-2015,0,
25-06-2015 to 29-06-2015,0,
26-06-2015 to 30-06-2015,0,
27-06-2015 to 01-07-2015,0,
28-06-2015 to 02-07-2015,0,
29-06-2015 to 03-07-2015,0,
30-06-2015 to 04-07-2015,0,
01-07-2015 to 05-07-2015,0,
02-07-2015 to 06-07-2015,0,
03-07-2015 to 07-07-2015,0,
04-07-2015 to 08-07-2015,0,
05-07-2015 to 09-07-2015,0,
06-07-2015 to 10-07-2015,0,
07-07-2015 to 11-07-2015,0,
08-07-2015 to 12-07-2015,0,
09-07-2015 to 13-07-2015,0,
10-07-2015 to 14-07-2015,0,
11-07-2015 to 15-07-2015,0,
12-07-2015 to 16-07-2015,0,
13-07-2015 to 17-07-2015,0,
14-07-2015 to 18-07-2015,0,
15-07-2015 to 19-07-2015,0,
16-07-2015 to 20-07-2015,0,
17-07-2015 to 21-07-2015,0,
18-07-2015 to 22-07-2015,0,
19-07-2015 to 23-07-2015,0,
20-07-2015 to 24-07-2015,0,
21-07-2015 to 25-07-2015,0,
22-07-2015 to 26-07-2015,0,
23-07-2015 to 27-07-2015,0,
24-07-2015 to 28-07-2015,0,
25-07-2015 to 29-07-2015,0,
26-07-2015 to 30-07-2015,0,
27-07-2015 to 01-08-2015,0,
28-07-2015 to 02-08-2015,0,
29-07-2015 to 03-08-2015,0,
30-07-2015 to 04-08-2015,0,
01-08-2015 to 05-08-2015,0,
02-08-2015 to 06-08-2015,0,
03-08-2015 to 07-08-2015,0,
04-08-2015 to 08-08-2015,0,
05-08-2015 to 09-08-2015,0,
06-08-2015 to 10-08-2015,0,
07-08-2015 to 11-08-2015,0,
08-08-2015 to 12-08-2015,0,
09-08-2015 to 13-08-2015,0,
10-08-2015 to 14-08-2015,0,
11-08-2015 to 15-08-2015,0,
12-08-2015 to 16-08-2015,0,
13-08-2015 to 17-08-2015,0,
14-08-2015 to 18-08-2015,0,
15-08-2015 to 19-08-2015,0,
16-08-2015 to 20-08-2015,0,
17-08-2015 to 21-08-2015,0,
18-08-2015 to 22-08-2015,0,
19-08-2015 to 23-08-2015,0,
20-08-2015 to 24-08-2015,0,
21-08-2015 to 25-08-2015,0,
22-08-2015 to 26-08-2015,0,
23-08-2015 to 27-08-2015,0,
24-08-2015 to 28-08-2015,0,
25-08-2015 to 29-08-2015,0,
26-08-2015 to 30-08-2015,0,
27-08-2015 to 01-09-2015,0,
28-08-2015 to 02-09-2015,0,
29-08-2015 to 03-09-2015,0,
30-08-2015 to 04-09-2015,0,
27-05-2016 to 01-06-2016,0,
28-05-2016 to 02-06-2016,0,
29-05-2016 to 03-06-2016,0,
30-05-2016 to 04-06-2016,0,
01-06-2016 to 05-06-2016,0,
02-06-2016 to 06-06-2016,0,
03-06-2016 to 07-06-2016,0,
04-06-2016 to 08-06-2016,0,
05-06-2016 to 09-06-2016,0,
06-06-2016 to 10-06-2016,0,
07-06-2016 to 11-06-2016,0,
08-06-2016 to 12-06-2016,0,
09-06-2016 to 13-06-2016,0,
10-06-2016 to 14-06-2016,0,
11-06-2016 to 15-06-2016,0,
12-06-2016 to 16-06-2016,0,
13-06-2016 to 17-06-2016,0,
14-06-2016 to 18-06-2016,0,
15-06-2016 to 19-06-2016,0,
16-06-2016 to 20-06-2016,0,
17-06-2016 to 21-06-2016,0,
18-06-2016 to 22-06-2016,0,
19-06-2016 to 23-06-2016,0,
20-06-2016 to 24-06-2016,0,
21-06-2016 to 25-06-2016,0,
22-06-2016 to 26-06-2016,0,
23-06-2016 to 27-06-2016,0,
24-06-2016 to 28-06-2016,0,
25-06-2016 to 29-06-2016,0,
26-06-2016 to 30-06-2016,0,
